"REPORT_DATE","SERVICE_ID","ORDER_TYPE","ORDER_TYPE_L2"
2023-02-28,"4623714868",sign up,new
2023-02-28,"4275345195",terminate,terminate
2023-02-28,"4624761807",sign up,new
2023-02-28,"4624922738",sign up,new
2023-02-23,"4610169722",sign up,new
2023-02-23,"4611206574",sign up,new
2023-02-20,"4448212242",terminate,terminate
2023-02-20,"4604196683",sign up,new
2023-02-20,"4604554820",sign up,new
2023-01-01,"4509234106",sign up,transfer
2023-01-01,"4509476754",sign up,new
2023-01-02,"4511249232",sign up,new
2023-01-02,"4511250574",sign up,new
2023-01-02,"4511312349",sign up,new
2023-01-02,"4512254561",sign up,new
2023-01-03,"4514009080",sign up,new
2023-01-04,"4367104275",sign up,new
2023-01-04,"4514711466",sign up,new
2023-01-04,"4514791298",sign up,new
2023-01-04,"4514984712",sign up,new
2023-01-04,"4515337031",sign up,new
2023-01-04,"4515634187",sign up,new
2023-01-05,"4491704500",sign up,new
2023-01-05,"4516379743",sign up,new
2023-01-05,"4517028826",sign up,new
2023-01-05,"4517538806",sign up,new
2023-01-06,"4519059128",sign up,new
2023-01-07,"4519928822",sign up,transfer
2023-01-07,"4520668992",sign up,transfer
2023-01-07,"4521162419",sign up,new
2023-01-08,"4522366483",sign up,new
2023-01-08,"4522473174",sign up,new
2023-01-08,"4523633059",sign up,new
2023-01-08,"4523636337",sign up,new
2023-01-09,"4524188679",sign up,new
2023-01-09,"4524613774",sign up,new
2023-01-09,"4524694937",sign up,new
2023-01-09,"4524818617",sign up,new
2023-01-09,"4524865152",sign up,new
2023-01-10,"4525580089",sign up,transfer
2023-01-10,"4525905641",sign up,new
2023-01-12,"4530274050",sign up,new
2023-01-13,"4532680512",sign up,transfer
2023-01-13,"4532885295",sign up,new
2023-01-14,"4533591897",sign up,new
2023-01-14,"4533935675",sign up,new
2023-01-14,"4534627643",sign up,new
2023-01-14,"4534716693",sign up,new
2023-01-15,"4535239993",sign up,transfer
2023-01-16,"4538293367",sign up,new
2023-01-17,"4540554596",sign up,new
2023-01-18,"4541412212",sign up,new
2023-01-18,"4541832537",sign up,new
2023-01-20,"4544598567",sign up,new
2023-01-20,"4545740618",sign up,transfer
2023-01-21,"4544598567",sign up,new
2023-01-21,"4546860202",sign up,new
2023-01-21,"4547559233",sign up,new
2023-01-22,"4548606659",sign up,transfer
2023-01-22,"4549147754",sign up,transfer
2023-01-22,"4549279910",sign up,new
2023-01-22,"4549861187",sign up,new
2023-01-23,"4550194205",sign up,new
2023-01-23,"4550997014",sign up,new
2023-01-23,"4551460269",sign up,transfer
2023-01-23,"4551663048",sign up,new
2023-01-24,"4553380270",sign up,new
2023-01-24,"4553712681",sign up,new
2023-01-26,"4556205329",sign up,new
2023-01-26,"4556558774",sign up,new
2023-01-27,"4559021339",sign up,transfer
2023-01-28,"4560990232",sign up,new
2023-01-29,"4562560437",sign up,new
2023-01-29,"4562714922",sign up,new
2023-01-30,"4563769877",sign up,new
2023-01-30,"4564481571",sign up,new
2023-02-01,"4568277675",sign up,new
2023-02-02,"4569863765",sign up,new
2023-02-03,"4570495744",sign up,new
2023-02-03,"4570740077",sign up,transfer
2023-01-31,"4565417894",sign up,transfer
2023-01-31,"4566273198",sign up,new
2023-02-04,"4573860119",sign up,new
2023-02-04,"4573914040",sign up,new
2023-02-07,"4497920700",terminate,terminate
2023-02-08,"4497920700",terminate,terminate
2023-02-08,"4580784504",sign up,new
2023-02-08,"4581221525",sign up,new
2023-02-09,"4581530645",sign up,new
2023-02-10,"4583424022",sign up,new
2023-02-10,"4583927804",sign up,new
2023-02-10,"4584505036",sign up,new
2023-02-10,"4584977869",sign up,new
2023-02-10,"4585178134",sign up,new
2023-02-11,"4586789444",sign up,new
2023-02-12,"4292289479",terminate,terminate
2023-02-12,"4587403236",sign up,new
2023-02-12,"4587582244",sign up,new
2023-02-12,"4588386289",sign up,new
2023-02-12,"4588455684",sign up,new
2023-02-12,"4588770117",sign up,new
2023-02-13,"4590021148",sign up,new
2023-02-13,"4590027270",sign up,new
2023-02-13,"4590775591",sign up,transfer
2023-02-13,"4591075943",sign up,transfer
2023-02-14,"4592299047",sign up,new
2023-02-14,"4592957189",sign up,transfer
2023-02-15,"4593595154",sign up,new
2023-02-15,"4594190214",sign up,transfer
2023-02-15,"4594263707",sign up,transfer
2023-02-15,"4594663469",sign up,transfer
2023-02-16,"4596572670",sign up,transfer
2023-02-17,"4597296802",sign up,new
2023-02-17,"4598206213",sign up,new
2023-02-17,"4598564690",sign up,new
2023-02-18,"4599545980",sign up,new
2023-02-18,"4600724049",sign up,new
2023-02-18,"4600765212",sign up,new
2023-02-19,"4602580476",sign up,transfer
2023-02-21,"4459750086",terminate,terminate
2023-02-21,"4605887255",sign up,transfer
2023-02-22,"4459750086",terminate,terminate
2023-02-22,"4608481199",sign up,new
2023-02-22,"4609214371",sign up,transfer
2023-02-25,"4614837879",sign up,transfer
2023-02-26,"4615808051",sign up,new
2023-02-26,"4616415032",sign up,new
2023-02-26,"4617218494",sign up,new
2023-02-27,"4618213968",sign up,new
2023-02-27,"4618848656",sign up,new
2023-02-27,"4619128467",sign up,new
2023-02-28,"4621445014",sign up,transfer
2023-02-28,"4623128196",sign up,new
2023-02-28,"4623330363",sign up,transfer
2023-02-28,"4623499461",sign up,new
2023-02-28,"4624672500",sign up,transfer
2023-02-28,"4626104818",sign up,transfer
2023-02-23,"4610427169",sign up,transfer
2023-01-01,"4508947153",sign up,new
2023-01-01,"4509909564",sign up,transfer
2023-01-02,"4511211784",sign up,new
2023-01-02,"4511405671",sign up,new
2023-01-02,"4511656437",sign up,new
2023-01-02,"4512392442",sign up,new
2023-01-02,"4512417997",sign up,new
2023-01-03,"4513555112",sign up,new
2023-01-04,"4515072959",sign up,new
2023-01-05,"4516648982",sign up,new
2023-01-05,"4516810472",sign up,new
2023-01-05,"4517208878",sign up,transfer
2023-01-05,"4517428608",sign up,new
2023-01-06,"4519153902",sign up,new
2023-01-07,"4520458300",sign up,new
2023-01-07,"4520675594",sign up,new
2023-01-07,"4520851300",sign up,transfer
2023-01-07,"4521189559",sign up,new
2023-01-07,"4521301338",sign up,new
2023-01-08,"4522581918",sign up,new
2023-01-08,"4523228459",sign up,new
2023-01-08,"4523444291",sign up,transfer
2023-01-09,"4522581918",sign up,new
2023-01-10,"4525967807",sign up,transfer
2023-01-10,"4526054199",sign up,new
2023-01-10,"4526607057",sign up,new
2023-01-11,"4527852881",sign up,new
2023-01-11,"4528147322",sign up,transfer
2023-01-11,"4528583191",sign up,transfer
2023-01-12,"4529697807",sign up,new
2023-01-12,"4530230265",sign up,new
2023-01-12,"4530740787",sign up,new
2023-01-12,"4530835223",sign up,transfer
2023-01-13,"4531830327",sign up,new
2023-01-13,"4532688951",sign up,new
2023-01-14,"4533358656",sign up,new
2023-01-14,"4533704584",sign up,transfer
2023-01-14,"4534305721",sign up,transfer
2023-01-15,"4474432111",terminate,terminate
2023-01-15,"4535943250",sign up,new
2023-01-15,"4536052410",sign up,new
2023-01-15,"4536227223",sign up,new
2023-01-15,"4536759358",sign up,new
2023-01-16,"4538187621",sign up,new
2023-01-16,"4538731587",sign up,transfer
2023-01-17,"4535943250",sign up,new
2023-01-17,"4539424785",sign up,new
2023-01-17,"4539904724",sign up,transfer
2023-01-17,"4540248630",sign up,new
2023-01-18,"4400360746",sign up,new
2023-01-18,"4541597488",sign up,new
2023-01-19,"4543917205",sign up,transfer
2023-01-20,"4544595335",sign up,new
2023-01-21,"4547832205",sign up,transfer
2023-01-23,"4550741278",sign up,new
2023-01-23,"4550769762",sign up,new
2023-01-23,"4551674757",sign up,transfer
2023-01-24,"4552150687",sign up,new
2023-01-25,"4554473141",sign up,new
2023-01-25,"4554504350",sign up,new
2023-01-25,"4554640803",sign up,transfer
2023-01-25,"4555152613",sign up,new
2023-01-25,"4555388209",sign up,new
2023-01-25,"4555613373",sign up,new
2023-01-26,"4557106782",sign up,transfer
2023-01-27,"4474366573",sign up,transfer
2023-01-27,"4558403677",sign up,transfer
2023-01-27,"4558687820",sign up,new
2023-01-27,"4558868785",sign up,new
2023-01-28,"4512417997",sign up,new
2023-01-29,"4423132454",sign up,new
2023-01-29,"4558687820",sign up,new
2023-01-29,"4562005437",sign up,transfer
2023-01-29,"4562049952",sign up,transfer
2023-01-29,"4562060324",sign up,transfer
2023-01-29,"4562908100",sign up,new
2023-01-30,"4563804018",sign up,transfer
2023-02-01,"4567687934",sign up,new
2023-02-01,"4567957645",sign up,transfer
2023-02-01,"4568020210",sign up,new
2023-02-02,"4569618702",sign up,new
2023-02-03,"4571208015",sign up,new
2023-02-03,"4571401400",sign up,new
2023-01-31,"4565522030",sign up,new
2023-02-04,"4572533448",sign up,transfer
2023-02-04,"4573197990",sign up,new
2023-02-05,"4574465847",sign up,new
2023-02-05,"4574723183",sign up,transfer
2023-02-05,"4575210476",sign up,new
2023-02-07,"4505574560",terminate,terminate
2023-02-07,"4579256712",sign up,transfer
2023-02-07,"4579454580",sign up,new
2023-02-08,"4579863644",sign up,new
2023-02-09,"4579863644",sign up,new
2023-02-09,"4582258518",sign up,new
2023-02-09,"4582726046",sign up,new
2023-02-09,"4583068396",sign up,new
2023-02-10,"4583617031",sign up,new
2023-02-10,"4584027567",sign up,transfer
2023-02-10,"4584238551",sign up,transfer
2023-02-10,"4584549222",sign up,new
2023-02-11,"4586261311",sign up,new
2023-02-12,"4587429235",sign up,new
2023-02-12,"4588993449",sign up,transfer
2023-02-13,"4582258518",sign up,new
2023-02-13,"4590673689",sign up,transfer
2023-02-13,"4590729646",sign up,transfer
2023-02-13,"4590903251",sign up,transfer
2023-02-13,"4591172045",sign up,transfer
2023-02-14,"4591207206",sign up,new
2023-02-14,"4592013321",sign up,transfer
2023-02-14,"4592605785",sign up,new
2023-02-15,"4593178934",sign up,new
2023-02-15,"4593847904",sign up,new
2023-02-15,"4593865119",sign up,new
2023-02-16,"4596618967",sign up,transfer
2023-02-17,"4598073142",sign up,new
2023-02-17,"4598659996",sign up,new
2023-02-18,"4599894370",sign up,new
2023-02-19,"4598073142",sign up,new
2023-02-19,"4602847476",sign up,new
2023-02-19,"4602918769",sign up,new
2023-02-21,"4605516576",sign up,new
2023-02-21,"4606251935",sign up,transfer
2023-02-22,"4607417415",sign up,new
2023-02-22,"4608504487",sign up,new
2023-02-26,"4616493809",sign up,new
2023-02-27,"4617810053",sign up,new
2023-02-27,"4618431031",sign up,new
2023-02-27,"4618591111",sign up,new
2023-02-28,"4502969953",sign up,new
2023-02-28,"4622310581",sign up,new
2023-02-28,"4622588829",sign up,new
2023-02-28,"4623031427",sign up,new
2023-02-28,"4623154759",sign up,transfer
2023-02-28,"4624746471",sign up,new
2023-02-28,"4625269930",sign up,new
2023-02-28,"4625678927",sign up,new
2023-02-23,"4609404181",sign up,new
2023-02-23,"4610658626",sign up,new
2023-02-20,"4603834164",sign up,new
2023-01-01,"4510255442",sign up,transfer
2023-01-02,"4472037891",terminate,terminate
2023-01-02,"4510714737",sign up,new
2023-01-03,"4512907520",sign up,new
2023-01-03,"4513516141",sign up,new
2023-01-04,"4515851737",sign up,new
2023-01-05,"4516842831",sign up,new
2023-01-05,"4517610810",sign up,new
2023-01-06,"4518274480",sign up,new
2023-01-06,"4519239103",sign up,new
2023-01-06,"4519298694",sign up,new
2023-01-06,"4519427864",sign up,new
2023-01-07,"4520766287",sign up,new
2023-01-07,"4521635514",sign up,new
2023-01-08,"4522470499",sign up,new
2023-01-08,"4522777232",sign up,new
2023-01-08,"4522833767",sign up,new
2023-01-08,"4523249796",sign up,new
2023-01-09,"4384427234",sign up,new
2023-01-09,"4524046030",sign up,new
2023-01-11,"4528193199",sign up,new
2023-01-11,"4528777237",sign up,new
2023-01-11,"4529149582",sign up,transfer
2023-01-12,"4528193199",sign up,new
2023-01-12,"4530433273",sign up,new
2023-01-13,"4532155216",sign up,transfer
2023-01-13,"4532853279",sign up,new
2023-01-14,"4533911637",sign up,new
2023-01-14,"4534021720",sign up,new
2023-01-14,"4534227949",sign up,new
2023-01-15,"4419056807",terminate,terminate
2023-01-15,"4535635553",sign up,transfer
2023-01-16,"4537269763",sign up,new
2023-01-17,"4539084102",sign up,transfer
2023-01-17,"4539424272",sign up,new
2023-01-18,"4541677955",sign up,new
2023-01-19,"4543534032",sign up,new
2023-01-20,"4545862893",sign up,new
2023-01-21,"4546713327",sign up,new
2023-01-23,"4550316699",sign up,new
2023-01-24,"4553433464",sign up,new
2023-01-25,"4554962308",sign up,new
2023-01-25,"4555047104",sign up,new
2023-01-26,"4556860856",sign up,new
2023-01-27,"4558463706",sign up,new
2023-01-29,"4562065248",sign up,new
2023-01-29,"4562698897",sign up,new
2023-01-30,"4342407721",terminate,terminate
2023-01-30,"4532155216",terminate,terminate
2023-02-01,"4562065248",sign up,new
2023-02-01,"4567476207",sign up,new
2023-02-01,"4567830323",sign up,new
2023-02-01,"4567911594",sign up,new
2023-02-01,"4568333794",sign up,transfer
2023-02-02,"4569313145",sign up,new
2023-02-02,"4569373420",sign up,transfer
2023-02-04,"4572783476",sign up,transfer
2023-02-04,"4573735630",sign up,new
2023-02-04,"4573902931",sign up,transfer
2023-02-05,"4574441022",sign up,new
2023-02-05,"4575648829",sign up,new
2023-02-05,"4575715715",sign up,new
2023-02-06,"4576717809",sign up,transfer
2023-02-06,"4577026509",sign up,transfer
2023-02-06,"4577585033",sign up,new
2023-02-07,"4579484264",sign up,new
2023-02-08,"4580438994",sign up,new
2023-02-08,"4580554254",sign up,new
2023-02-08,"4581024790",sign up,new
2023-02-08,"4581185529",sign up,transfer
2023-02-10,"4584461397",sign up,transfer
2023-02-10,"4584816189",sign up,new
2023-02-11,"4586731895",sign up,new
2023-02-12,"4587915579",sign up,transfer
2023-02-12,"4588022584",sign up,new
2023-02-12,"4588352659",sign up,new
2023-02-13,"4589976124",sign up,transfer
2023-02-13,"4590300515",sign up,new
2023-02-13,"4590474727",sign up,new
2023-02-13,"4590730463",sign up,transfer
2023-02-13,"4590762306",sign up,transfer
2023-02-13,"4590915699",sign up,new
2023-02-15,"4593391546",sign up,transfer
2023-02-15,"4593430789",sign up,new
2023-02-15,"4593723274",sign up,transfer
2023-02-15,"4594148193",sign up,new
2023-02-15,"4594217704",sign up,new
2023-02-16,"4593430789",sign up,new
2023-02-16,"4595075249",sign up,new
2023-02-16,"4595394239",sign up,new
2023-02-16,"4595602447",sign up,new
2023-02-16,"4595838269",sign up,new
2023-02-16,"4596749215",sign up,new
2023-02-17,"4594217704",sign up,new
2023-02-17,"4597809915",sign up,new
2023-02-17,"4598055049",sign up,new
2023-02-17,"4598069504",sign up,transfer
2023-02-17,"4598240419",sign up,new
2023-02-17,"4598362896",sign up,new
2023-02-18,"4568333794",terminate,terminate
2023-02-18,"4599255021",sign up,transfer
2023-02-18,"4600016249",sign up,new
2023-02-19,"4601993978",sign up,new
2023-02-19,"4602457299",sign up,new
2023-02-21,"4607145330",sign up,new
2023-02-22,"4607862112",sign up,new
2023-02-22,"4608012023",sign up,new
2023-02-22,"4608835376",sign up,new
2023-02-24,"4611542919",sign up,new
2023-02-24,"4612905909",sign up,transfer
2023-02-24,"4613081983",sign up,new
2023-02-25,"4611542919",sign up,new
2023-02-25,"4614999604",sign up,new
2023-02-25,"4615013312",sign up,new
2023-02-25,"4615188714",sign up,transfer
2023-02-26,"4616260816",sign up,new
2023-02-27,"4617861550",sign up,new
2023-02-27,"4618781220",sign up,new
2023-02-28,"4620425781",sign up,new
2023-02-28,"4620911870",sign up,new
2023-02-28,"4621109287",sign up,new
2023-02-28,"4623459426",sign up,new
2023-02-28,"4623525352",sign up,new
2023-02-28,"4623741506",sign up,new
2023-02-28,"4590300515",terminate,terminate
2023-02-20,"4604295227",sign up,new
2023-02-20,"4604626359",sign up,transfer
2023-01-01,"4509514381",sign up,new
2023-01-01,"4510561730",sign up,new
2023-01-02,"4511309222",sign up,new
2023-01-02,"4512008204",sign up,new
2023-01-03,"4512791006",sign up,new
2023-01-03,"4513325065",sign up,transfer
2023-01-03,"4513776636",sign up,new
2023-01-04,"4514752279",sign up,new
2023-01-04,"4515127864",sign up,new
2023-01-04,"4515463198",sign up,new
2023-01-05,"4516861860",sign up,new
2023-01-05,"4517424355",sign up,new
2023-01-05,"4517756527",sign up,transfer
2023-01-06,"4519419712",sign up,transfer
2023-01-07,"4520059847",sign up,new
2023-01-07,"4521410007",sign up,new
2023-01-07,"4521458683",sign up,new
2023-01-08,"4523636293",sign up,new
2023-01-09,"4524764450",sign up,transfer
2023-01-09,"4525265173",sign up,new
2023-01-09,"4525404168",sign up,new
2023-01-11,"4528482450",sign up,new
2023-01-12,"4529242046",sign up,new
2023-01-12,"4530052948",sign up,new
2023-01-12,"4531099272",sign up,new
2023-01-14,"4533592826",sign up,new
2023-01-14,"4534183420",sign up,new
2023-01-14,"4534631508",sign up,transfer
2023-01-16,"4529242046",sign up,new
2023-01-16,"4537008854",sign up,transfer
2023-01-18,"4541268681",sign up,new
2023-01-18,"4542198728",sign up,new
2023-01-20,"4545042034",sign up,transfer
2023-01-20,"4545718757",sign up,new
2023-01-21,"4547039950",sign up,transfer
2023-01-21,"4547476298",sign up,new
2023-01-22,"4549978019",sign up,new
2023-01-23,"4551152984",sign up,transfer
2023-01-23,"4552091952",sign up,new
2023-01-25,"4554875004",sign up,new
2023-01-26,"4557057282",sign up,new
2023-01-28,"4560210637",sign up,new
2023-01-28,"4560951416",sign up,transfer
2023-01-29,"4562090931",sign up,new
2023-01-29,"4562322197",sign up,new
2023-01-30,"4563782921",sign up,new
2023-01-30,"4564514694",sign up,new
2023-01-30,"4564689186",sign up,new
2023-02-01,"4566857814",sign up,transfer
2023-02-01,"4567171122",sign up,transfer
2023-02-01,"4568242577",sign up,new
2023-02-02,"4569693941",sign up,transfer
2023-02-02,"4569852435",sign up,new
2023-02-03,"4571956757",sign up,new
2023-01-31,"4562322197",sign up,new
2023-01-31,"4565518613",sign up,new
2023-01-31,"4565782983",sign up,new
2023-02-04,"4572842727",sign up,new
2023-02-05,"4575291783",sign up,new
2023-02-05,"4575629390",sign up,new
2023-02-06,"4566857814",terminate,terminate
2023-02-06,"4576731311",sign up,transfer
2023-02-07,"4566857814",terminate,terminate
2023-02-07,"4578631111",sign up,new
2023-02-08,"4579871345",sign up,new
2023-02-08,"4580939570",sign up,transfer
2023-02-08,"4581043095",sign up,new
2023-02-09,"4582210750",sign up,new
2023-02-09,"4583196164",sign up,new
2023-02-10,"4583919378",sign up,new
2023-02-10,"4584279541",sign up,transfer
2023-02-11,"4586036889",sign up,new
2023-02-11,"4586088607",sign up,new
2023-02-11,"4586091480",sign up,new
2023-02-11,"4586521294",sign up,new
2023-02-12,"4588408781",sign up,transfer
2023-02-12,"4588763080",sign up,new
2023-02-12,"4588771080",sign up,new
2023-02-13,"4589960690",sign up,new
2023-02-13,"4590958882",sign up,transfer
2023-02-13,"4591074872",sign up,new
2023-02-13,"4591171918",sign up,transfer
2023-02-14,"4591645741",sign up,new
2023-02-14,"4592631040",sign up,new
2023-02-14,"4592684183",sign up,new
2023-02-14,"4592921327",sign up,new
2023-02-15,"4593868763",sign up,transfer
2023-02-16,"4249790732",terminate,terminate
2023-02-16,"4596434718",sign up,new
2023-02-16,"4596889659",sign up,new
2023-02-17,"4597117556",sign up,transfer
2023-02-17,"4598984409",sign up,transfer
2023-02-18,"4599806638",sign up,new
2023-02-18,"4599843585",sign up,new
2023-02-18,"4600039407",sign up,transfer
2023-02-18,"4600985583",sign up,new
2023-02-19,"4601183189",sign up,new
2023-02-19,"4601733428",sign up,transfer
2023-02-19,"4602081284",sign up,transfer
2023-02-21,"4446061157",terminate,terminate
2023-02-21,"4591171918",terminate,terminate
2023-02-21,"4607150284",sign up,new
2023-02-22,"4607800458",sign up,transfer
2023-02-24,"4612132389",sign up,new
2023-02-25,"4599843585",sign up,new
2023-02-25,"4615115597",sign up,new
2023-02-25,"4615484045",sign up,transfer
2023-02-26,"4615484045",sign up,transfer
2023-02-26,"4617242861",sign up,new
2023-02-28,"4620347226",sign up,new
2023-02-28,"4620967336",sign up,transfer
2023-02-28,"4622143771",sign up,new
2023-02-28,"4622973143",sign up,new
2023-02-28,"4623358996",sign up,new
2023-02-28,"4624598331",sign up,transfer
2023-02-28,"4625441361",sign up,transfer
2023-02-23,"4609627503",sign up,new
2023-02-20,"4603938928",sign up,new
2023-02-20,"4604351610",sign up,new
2023-02-20,"4604908043",sign up,new
2023-01-01,"4510159081",sign up,new
2023-01-02,"4511079583",sign up,new
2023-01-02,"4511909618",sign up,new
2023-01-03,"4243746474",terminate,terminate
2023-01-03,"4513787517",sign up,new
2023-01-04,"4514246453",sign up,transfer
2023-01-04,"4514762229",sign up,new
2023-01-05,"4243746474",terminate,terminate
2023-01-05,"4517123843",sign up,transfer
2023-01-07,"4519819767",sign up,transfer
2023-01-07,"4520390959",sign up,new
2023-01-08,"4315866611",terminate,terminate
2023-01-08,"4522164247",sign up,new
2023-01-08,"4522649020",sign up,transfer
2023-01-08,"4522960645",sign up,new
2023-01-08,"4523156632",sign up,new
2023-01-09,"4524664585",sign up,new
2023-01-10,"4526965907",sign up,new
2023-01-10,"4527089535",sign up,new
2023-01-11,"4528487927",sign up,transfer
2023-01-12,"4530393898",sign up,new
2023-01-14,"4522164247",sign up,new
2023-01-15,"4535366889",sign up,new
2023-01-15,"4535541178",sign up,transfer
2023-01-15,"4536376826",sign up,new
2023-01-16,"4528487927",sign up,transfer
2023-01-17,"4380790500",sign up,new
2023-01-17,"4539658836",sign up,new
2023-01-17,"4539724992",sign up,transfer
2023-01-17,"4540477544",sign up,new
2023-01-18,"4541460023",sign up,new
2023-01-19,"4543499949",sign up,new
2023-01-19,"4543979668",sign up,new
2023-01-20,"4545444589",sign up,transfer
2023-01-20,"4545486472",sign up,transfer
2023-01-21,"4547524281",sign up,new
2023-01-21,"4547609193",sign up,new
2023-01-21,"4547691193",sign up,new
2023-01-21,"4547811858",sign up,new
2023-01-21,"4548088628",sign up,new
2023-01-22,"4547811858",sign up,new
2023-01-22,"4549678693",sign up,new
2023-01-22,"4549728764",sign up,new
2023-01-22,"4549848044",sign up,new
2023-01-22,"4550001164",sign up,new
2023-01-23,"4550180974",sign up,new
2023-01-23,"4551438751",sign up,new
2023-01-24,"4553189607",sign up,new
2023-01-25,"4554825486",sign up,new
2023-01-25,"4555052983",sign up,new
2023-01-25,"4555416312",sign up,new
2023-01-26,"4556120117",sign up,new
2023-01-26,"4557481783",sign up,new
2023-01-28,"4560629687",sign up,new
2023-01-28,"4561182810",sign up,transfer
2023-01-29,"4562001852",sign up,new
2023-01-29,"4562625528",sign up,new
2023-01-30,"4481847529",sign up,transfer
2023-02-01,"4567765783",sign up,new
2023-02-01,"4567789181",sign up,new
2023-02-01,"4568250293",sign up,new
2023-02-04,"4560629687",sign up,new
2023-02-05,"4575132720",sign up,new
2023-02-05,"4575658878",sign up,transfer
2023-02-05,"4575912978",sign up,new
2023-02-06,"4576998762",sign up,transfer
2023-02-07,"4578950808",sign up,new
2023-02-08,"4580459070",sign up,new
2023-02-09,"4581902921",sign up,new
2023-02-09,"4582170564",sign up,new
2023-02-09,"4582807112",sign up,transfer
2023-02-10,"4584234649",sign up,new
2023-02-11,"4585490639",sign up,new
2023-02-11,"4586203081",sign up,transfer
2023-02-11,"4586235630",sign up,transfer
2023-02-11,"4586509808",sign up,new
2023-02-13,"4590447458",sign up,new
2023-02-14,"4591181601",sign up,transfer
2023-02-14,"4591472168",sign up,transfer
2023-02-14,"4591637803",sign up,transfer
2023-02-14,"4592255296",sign up,transfer
2023-02-14,"4592606129",sign up,new
2023-02-14,"4592812926",sign up,new
2023-02-15,"4592606129",sign up,new
2023-02-15,"4594026717",sign up,transfer
2023-02-15,"4594078309",sign up,transfer
2023-02-15,"4594246547",sign up,transfer
2023-02-15,"4594268562",sign up,new
2023-02-16,"4596037503",sign up,new
2023-02-16,"4596227046",sign up,new
2023-02-17,"4578950808",sign up,new
2023-02-17,"4597695168",sign up,new
2023-02-17,"4598723602",sign up,new
2023-02-18,"4599243814",sign up,new
2023-02-18,"4599656089",sign up,transfer
2023-02-18,"4600670729",sign up,new
2023-02-19,"4602422335",sign up,new
2023-02-19,"4602424174",sign up,new
2023-02-21,"4605807861",sign up,new
2023-02-22,"4608140356",sign up,transfer
2023-02-22,"4608184894",sign up,new
2023-02-25,"4614472530",sign up,new
2023-02-26,"4615808486",sign up,new
2023-02-26,"4615851380",sign up,new
2023-02-26,"4617290396",sign up,transfer
2023-02-26,"4617321797",sign up,transfer
2023-02-27,"4615851380",sign up,new
2023-02-27,"4618091025",sign up,new
2023-02-27,"4618479136",sign up,new
2023-02-27,"4618979803",sign up,new
2023-02-27,"4619642240",sign up,transfer
2023-02-27,"4619822894",sign up,new
2023-02-28,"4618979803",sign up,new
2023-02-28,"4621222813",sign up,new
2023-02-28,"4623821231",sign up,new
2023-02-28,"4625069552",sign up,transfer
2023-02-23,"4610881957",sign up,new
2023-02-23,"4610925711",sign up,transfer
2023-02-20,"4603831727",sign up,transfer
2023-02-20,"4604004233",sign up,new
2023-02-20,"4604863806",sign up,new
2023-02-20,"4605176204",sign up,new
2023-01-01,"4509146138",sign up,new
2023-01-01,"4509183330",sign up,new
2023-01-02,"4354289317",sign up,new
2023-01-02,"4511556815",sign up,new
2023-01-02,"4512007677",sign up,new
2023-01-03,"4512969490",sign up,new
2023-01-03,"4513223283",sign up,transfer
2023-01-04,"4511556815",sign up,new
2023-01-05,"4516221668",sign up,new
2023-01-05,"4516916740",sign up,transfer
2023-01-05,"4517003018",sign up,transfer
2023-01-06,"4517897711",sign up,new
2023-01-06,"4518618734",sign up,new
2023-01-06,"4518884490",sign up,new
2023-01-06,"4519019375",sign up,new
2023-01-06,"4519066011",sign up,new
2023-01-07,"4501272308",sign up,new
2023-01-07,"4520049729",sign up,new
2023-01-07,"4520194676",sign up,transfer
2023-01-07,"4520206307",sign up,new
2023-01-08,"4522373308",sign up,new
2023-01-08,"4523007890",sign up,transfer
2023-01-09,"4524437642",sign up,new
2023-01-10,"4298400454",terminate,terminate
2023-01-10,"4355973347",sign up,new
2023-01-10,"4526298774",sign up,new
2023-01-10,"4526422530",sign up,new
2023-01-10,"4527159470",sign up,new
2023-01-10,"4527283797",sign up,transfer
2023-01-11,"4527487156",sign up,transfer
2023-01-11,"4527624892",sign up,new
2023-01-11,"4527979418",sign up,new
2023-01-11,"4528135401",sign up,new
2023-01-11,"4528193239",sign up,new
2023-01-12,"4371970367",sign up,new
2023-01-12,"4529221537",sign up,transfer
2023-01-12,"4530228013",sign up,transfer
2023-01-12,"4530675040",sign up,new
2023-01-13,"4340231505",sign up,new
2023-01-13,"4527159470",sign up,new
2023-01-14,"4534519532",sign up,new
2023-01-14,"4534627691",sign up,new
2023-01-14,"4534636756",sign up,new
2023-01-15,"4536492845",sign up,transfer
2023-01-15,"4536910377",sign up,new
2023-01-16,"4536910377",sign up,new
2023-01-16,"4537564784",sign up,new
2023-01-16,"4538623227",sign up,transfer
2023-01-18,"4341616349",sign up,new
2023-01-18,"4542359395",sign up,new
2023-01-19,"4542658082",sign up,transfer
2023-01-19,"4544042335",sign up,new
2023-01-20,"4544823792",sign up,new
2023-01-21,"4547014993",sign up,new
2023-01-21,"4547297915",sign up,transfer
2023-01-21,"4547732814",sign up,new
2023-01-22,"4547014993",sign up,new
2023-01-22,"4548564894",sign up,new
2023-01-22,"4549719648",sign up,new
2023-01-23,"4550708795",sign up,new
2023-01-24,"4552664028",sign up,new
2023-01-24,"4553018578",sign up,new
2023-01-25,"4554157993",sign up,new
2023-01-25,"4554287242",sign up,new
2023-01-26,"4320397955",terminate,terminate
2023-01-26,"4556719056",sign up,new
