"REPORT_DATE","SERVICE_ID","SERVICE_NAME","SERVICE"
2023-02-25,"4614528586",plan 5,mobile
2023-02-26,"4273854306",plan 2,mobile
2023-02-26,"4556364283",plan 4,mobile
2023-02-26,"4556782349",plan 5,mobile
2023-02-26,"4616495726",plan 4,mobile
2023-02-26,"4617014911",plan 4,mobile
2023-02-27,"4328803503",plan 4,mobile
2023-02-27,"4494021708",plan 4,mobile
2023-02-27,"4501414819",plan 4,mobile
2023-02-27,"4558587716",plan 4,mobile
2023-02-27,"4618426011",plan 5,mobile
2023-02-28,"4298270840",plan 2,mobile
2023-02-28,"4364612838",plan 4,mobile
2023-02-28,"4502548287",plan 4,mobile
2023-02-28,"4261038675",plan 2,mobile
2023-02-28,"4338603338",plan 2,mobile
2023-02-28,"4623415657",plan 4,mobile
2023-02-28,"4412464242",plan 4,mobile
2023-02-28,"4413984064",plan 4,mobile
2023-02-28,"4494858741",plan 4,mobile
2023-02-28,"4508702379",plan 4,mobile
2023-02-28,"4563185726",plan 4,mobile
2023-02-28,"4566286309",plan 4,mobile
2023-02-23,"4272421836",plan 2,mobile
2023-02-23,"4362262530",plan 2,mobile
2023-02-23,"4399606060",plan 4,mobile
2023-02-23,"4449808936",plan 4,mobile
2023-02-23,"4494858741",plan 4,mobile
2023-02-23,"4495095022",plan 4,mobile
2023-02-23,"4551481844",plan 4,mobile
2023-02-20,"4331670380",plan 4,mobile
2023-01-01,"4461592364",plan 4,mobile
2023-01-01,"4510230660",plan 5,mobile
2023-01-02,"4416580990",plan 4,mobile
2023-01-02,"4462834733",plan 4,mobile
2023-01-04,"4276270919",plan 4,mobile
2023-01-05,"4421143396",plan 4,mobile
2023-01-05,"4516625643",plan 4,mobile
2023-01-06,"4250287076",plan 2,mobile
2023-01-06,"4264607820",plan 4,mobile
2023-01-06,"4467793906",plan 4,mobile
2023-01-06,"4519347463",plan 4,mobile
2023-01-07,"4304561777",plan 4,mobile
2023-01-07,"4322784607",plan 4,mobile
2023-01-07,"4368290046",plan 4,mobile
2023-01-07,"4469994321",plan 4,mobile
2023-01-08,"4323612918",plan 4,mobile
2023-01-08,"4521791523",plan 4,mobile
2023-01-09,"4266538920",plan 4,mobile
2023-01-09,"4289913314",plan 2,mobile
2023-01-09,"4427343267",plan 4,mobile
2023-01-09,"4472807483",plan 4,mobile
2023-01-09,"4473303002",plan 4,mobile
2023-01-10,"4429186752",plan 4,mobile
2023-01-11,"4251263553",plan 4,mobile
2023-01-11,"4430180487",plan 4,mobile
2023-01-11,"4476669124",plan 4,mobile
2023-01-12,"4258240693",plan 2,mobile
2023-01-12,"4267817892",plan 2,mobile
2023-01-12,"4432883652",plan 4,mobile
2023-01-12,"4433272199",plan 4,mobile
2023-01-13,"4304899556",plan 4,mobile
2023-01-13,"4326636041",plan 4,mobile
2023-01-13,"4380970085",plan 4,mobile
2023-01-13,"4433970175",plan 4,mobile
2023-01-13,"4434189787",plan 4,mobile
2023-01-13,"4434836069",plan 4,mobile
2023-01-13,"4479258441",plan 4,mobile
2023-01-13,"4532687860",plan 4,mobile
2023-01-14,"4327468405",plan 4,mobile
2023-01-14,"4533855052",plan 4,mobile
2023-01-15,"4253034596",plan 2,mobile
2023-01-15,"4253062080",plan 2,mobile
2023-01-15,"4253066172",plan 4,mobile
2023-01-15,"4482647010",plan 4,mobile
2023-01-16,"4253159037",plan 4,mobile
2023-01-16,"4258478564",plan 2,mobile
2023-01-16,"4483133932",plan 4,mobile
2023-01-16,"4483191684",plan 4,mobile
2023-01-16,"4483798612",plan 5,mobile
2023-01-16,"4533855052",plan 4,mobile
2023-01-17,"4253339730",plan 4,mobile
2023-01-17,"4253398548",plan 2,mobile
2023-01-18,"4269523419",plan 4,mobile
2023-01-18,"4486571964",plan 4,mobile
2023-01-18,"4486803719",plan 4,mobile
2023-01-19,"4253497710",plan 2,mobile
2023-01-19,"4259419116",plan 2,mobile
2023-01-19,"4358235071",plan 4,mobile
2023-01-19,"4543765644",plan 6,mobile
2023-01-19,"4543931967",plan 5,mobile
2023-01-20,"4295097798",plan 6,mobile
2023-01-20,"4329613806",plan 4,mobile
2023-01-20,"4444326143",plan 4,mobile
2023-01-20,"4444691184",plan 4,mobile
2023-01-20,"4445162824",plan 4,mobile
2023-01-20,"4490485257",plan 4,mobile
2023-01-21,"4260425195",plan 2,mobile
2023-01-21,"4270956430",plan 2,mobile
2023-01-21,"4332752140",plan 4,mobile
2023-01-21,"4398844407",plan 4,mobile
2023-01-21,"4547772418",plan 4,mobile
2023-01-22,"4253103658",plan 4,mobile
2023-01-22,"4254134528",plan 2,mobile
2023-01-22,"4292905353",plan 4,mobile
2023-01-22,"4447973677",plan 4,mobile
2023-01-22,"4492479958",plan 5,mobile
2023-01-22,"4493114790",plan 5,mobile
2023-01-22,"4549231082",plan 4,mobile
2023-01-23,"4400919924",plan 4,mobile
2023-01-23,"4401785070",plan 4,mobile
2023-01-23,"4551243878",plan 4,mobile
2023-01-24,"4450671957",plan 4,mobile
2023-01-24,"4496179167",plan 5,mobile
2023-01-25,"4273441762",plan 6,mobile
2023-01-25,"4297631271",plan 2,mobile
2023-01-25,"4399605573",plan 4,mobile
2023-01-25,"4402321558",plan 6,mobile
2023-01-25,"4452319069",plan 4,mobile
2023-01-25,"4554675617",plan 6,mobile
2023-01-27,"4407018989",plan 4,mobile
2023-01-27,"4500941750",plan 4,mobile
2023-01-27,"4501276597",plan 4,mobile
2023-01-28,"4368741853",plan 4,mobile
2023-01-28,"4456274679",plan 4,mobile
2023-01-29,"4255074658",plan 2,mobile
2023-01-29,"4285542304",plan 2,mobile
2023-01-29,"4354452562",plan 4,mobile
2023-01-30,"4333247105",plan 4,mobile
2023-01-30,"4370539695",plan 4,mobile
2023-01-30,"4412555815",plan 4,mobile
2023-01-30,"4457053188",plan 4,mobile
2023-01-30,"4506814340",plan 4,mobile
2023-02-01,"4510230660",plan 5,mobile
2023-02-02,"4416580990",plan 4,mobile
2023-02-02,"4461592364",plan 4,mobile
2023-02-04,"4276270919",plan 4,mobile
2023-02-05,"4421143396",plan 4,mobile
2023-02-05,"4516625643",plan 4,mobile
2023-02-05,"4575424682",plan 4,mobile
2023-02-06,"4250287076",plan 2,mobile
2023-02-06,"4264607820",plan 4,mobile
2023-02-06,"4462834733",plan 4,mobile
2023-02-06,"4467793906",plan 4,mobile
2023-02-06,"4519347463",plan 4,mobile
2023-02-07,"4304561777",plan 4,mobile
2023-02-07,"4322784607",plan 4,mobile
2023-02-07,"4368290046",plan 4,mobile
2023-02-07,"4469994321",plan 4,mobile
2023-02-07,"4579479819",plan 5,mobile
2023-02-08,"4323612918",plan 4,mobile
2023-02-08,"4521791523",plan 4,mobile
2023-02-09,"4255074658",plan 2,mobile
2023-02-09,"4289913314",plan 2,mobile
2023-02-09,"4427343267",plan 4,mobile
2023-02-09,"4445162824",plan 4,mobile
2023-02-09,"4472807483",plan 4,mobile
2023-02-09,"4473303002",plan 4,mobile
2023-02-10,"4429186752",plan 4,mobile
2023-02-10,"4584714142",plan 4,mobile
2023-02-11,"4251263553",plan 4,mobile
2023-02-11,"4430180487",plan 4,mobile
2023-02-11,"4457053188",plan 4,mobile
2023-02-11,"4476669124",plan 4,mobile
2023-02-11,"4585310201",plan 4,mobile
2023-02-11,"4585889100",plan 4,mobile
2023-02-11,"4586693665",plan 4,mobile
2023-02-12,"4258240693",plan 2,mobile
2023-02-12,"4267817892",plan 2,mobile
2023-02-12,"4432883652",plan 4,mobile
2023-02-12,"4433272199",plan 4,mobile
2023-02-12,"4434836069",plan 4,mobile
2023-02-13,"4304899556",plan 4,mobile
2023-02-13,"4326636041",plan 4,mobile
2023-02-13,"4380970085",plan 4,mobile
2023-02-13,"4433970175",plan 4,mobile
2023-02-13,"4434189787",plan 4,mobile
2023-02-13,"4479258441",plan 4,mobile
2023-02-13,"4532687860",plan 4,mobile
2023-02-13,"4590796744",plan 4,mobile
2023-02-13,"4590978088",plan 4,mobile
2023-02-14,"4327468405",plan 4,mobile
2023-02-14,"4533855052",plan 4,mobile
2023-02-14,"4591174800",plan 4,mobile
2023-02-14,"4591177587",plan 4,mobile
2023-02-14,"4591702534",plan 4,mobile
2023-02-14,"4591993606",plan 4,mobile
2023-02-15,"4253034596",plan 2,mobile
2023-02-15,"4253062080",plan 2,mobile
2023-02-15,"4253066172",plan 4,mobile
2023-02-15,"4482647010",plan 4,mobile
2023-02-15,"4593536608",plan 4,mobile
2023-02-16,"4253159037",plan 4,mobile
2023-02-16,"4258478564",plan 2,mobile
2023-02-16,"4483133932",plan 4,mobile
2023-02-16,"4483191684",plan 4,mobile
2023-02-16,"4483798612",plan 5,mobile
2023-02-16,"4596311654",plan 4,mobile
2023-02-17,"4253339730",plan 4,mobile
2023-02-17,"4253398548",plan 2,mobile
2023-02-18,"4269523419",plan 4,mobile
2023-02-18,"4486571964",plan 4,mobile
2023-02-18,"4486803719",plan 4,mobile
2023-02-18,"4600940618",plan 6,mobile
2023-02-19,"4259419116",plan 2,mobile
2023-02-19,"4333247105",plan 4,mobile
2023-02-19,"4358235071",plan 4,mobile
2023-02-19,"4543765644",plan 6,mobile
2023-02-21,"4260425195",plan 2,mobile
2023-02-21,"4270956430",plan 2,mobile
2023-02-21,"4332752140",plan 4,mobile
2023-02-21,"4398844407",plan 4,mobile
2023-02-21,"4547772418",plan 4,mobile
2023-02-21,"4605492519",plan 4,mobile
2023-02-22,"4253103658",plan 4,mobile
2023-02-22,"4254134528",plan 2,mobile
2023-02-22,"4447973677",plan 4,mobile
2023-02-22,"4492479958",plan 5,mobile
2023-02-22,"4493114790",plan 5,mobile
2023-02-22,"4549231082",plan 4,mobile
2023-02-24,"4450671957",plan 4,mobile
2023-02-24,"4496179167",plan 5,mobile
2023-02-25,"4273441762",plan 6,mobile
2023-02-25,"4297631271",plan 2,mobile
2023-02-25,"4399605573",plan 4,mobile
2023-02-25,"4402321558",plan 6,mobile
2023-02-25,"4452319069",plan 4,mobile
2023-02-27,"4407018989",plan 4,mobile
2023-02-27,"4500941750",plan 4,mobile
2023-02-27,"4501276597",plan 4,mobile
2023-02-28,"4368741853",plan 4,mobile
2023-02-28,"4456274679",plan 4,mobile
2023-02-28,"4620349308",plan 4,mobile
2023-02-28,"4285542304",plan 2,mobile
2023-02-28,"4354452562",plan 4,mobile
2023-02-28,"4370539695",plan 4,mobile
2023-02-28,"4412555815",plan 4,mobile
2023-02-28,"4506814340",plan 4,mobile
2023-02-28,"4554675617",plan 6,mobile
2023-02-28,"4624679820",plan 4,mobile
2023-02-28,"4626002465",plan 4,mobile
2023-02-23,"4292905353",plan 4,mobile
2023-02-23,"4400919924",plan 4,mobile
2023-02-23,"4401785070",plan 4,mobile
2023-02-23,"4551243878",plan 4,mobile
2023-02-20,"4295097798",plan 6,mobile
2023-02-20,"4329613806",plan 4,mobile
2023-02-20,"4444326143",plan 4,mobile
2023-02-20,"4444691184",plan 4,mobile
2023-02-20,"4490485257",plan 4,mobile
2023-02-20,"4543931967",plan 5,mobile
2023-01-01,"4250048047",plan 4,mobile
2023-01-01,"4255476938",plan 4,mobile
2023-01-01,"4461322969",plan 4,mobile
2023-01-01,"4509452595",plan 4,mobile
2023-01-01,"4510335867",plan 4,mobile
2023-01-03,"4256029569",plan 2,mobile
2023-01-03,"4319758370",plan 4,mobile
2023-01-03,"4417040892",plan 4,mobile
2023-01-03,"4513661175",plan 4,mobile
2023-01-03,"4513959902",plan 4,mobile
2023-01-04,"4264442378",plan 2,mobile
2023-01-04,"4343753198",plan 4,mobile
2023-01-04,"4420192781",plan 2,mobile
2023-01-06,"4519207222",plan 4,mobile
2023-01-07,"4379184371",plan 6,mobile
2023-01-07,"4470183332",plan 4,mobile
2023-01-08,"4323668280",plan 4,mobile
2023-01-08,"4471066552",plan 4,mobile
2023-01-08,"4523098065",plan 4,mobile
2023-01-09,"4257360638",plan 4,mobile
2023-01-09,"4472108015",plan 4,mobile
2023-01-09,"4524811838",plan 5,mobile
2023-01-10,"4251205729",plan 6,mobile
2023-01-10,"4527210742",plan 5,mobile
2023-01-11,"4385003390",plan 4,mobile
2023-01-11,"4431203606",plan 4,mobile
2023-01-11,"4528485834",plan 4,mobile
2023-01-11,"4528865667",plan 6,mobile
2023-01-12,"4279616441",plan 4,mobile
2023-01-12,"4325930033",plan 4,mobile
2023-01-12,"4326060571",plan 4,mobile
2023-01-12,"4385901221",plan 4,mobile
2023-01-12,"4476732899",plan 4,mobile
2023-01-13,"4258322495",plan 4,mobile
2023-01-13,"4433285120",plan 4,mobile
2023-01-13,"4531327335",plan 5,mobile
2023-01-14,"4388809817",plan 4,mobile
2023-01-15,"4253059444",plan 4,mobile
2023-01-15,"4307926547",plan 4,mobile
2023-01-15,"4334246503",plan 4,mobile
2023-01-15,"4353612847",plan 4,mobile
2023-01-15,"4390273835",plan 4,mobile
2023-01-15,"4481231814",plan 4,mobile
2023-01-15,"4481648427",plan 4,mobile
2023-01-16,"4253221595",plan 2,mobile
2023-01-16,"4484221760",plan 4,mobile
2023-01-17,"4253362988",plan 4,mobile
2023-01-17,"4253392676",plan 2,mobile
2023-01-17,"4253844910",plan 4,mobile
2023-01-17,"4310189248",plan 4,mobile
2023-01-17,"4485910182",plan 4,mobile
2023-01-18,"4293496105",plan 4,mobile
2023-01-18,"4440587559",plan 4,mobile
2023-01-18,"4441066021",plan 6,mobile
2023-01-18,"4487405639",plan 4,mobile
2023-01-18,"4542311356",plan 4,mobile
2023-01-19,"4544434411",plan 4,mobile
2023-01-20,"4312284875",plan 4,mobile
2023-01-20,"4445198567",plan 4,mobile
2023-01-21,"4260519877",plan 6,mobile
2023-01-21,"4491157168",plan 4,mobile
2023-01-21,"4491962096",plan 4,mobile
2023-01-21,"4546874578",plan 5,mobile
2023-01-21,"4547067031",plan 5,mobile
2023-01-21,"4547422272",plan 4,mobile
2023-01-22,"4399380900",plan 4,mobile
2023-01-22,"4492528743",plan 4,mobile
2023-01-23,"4253799298",plan 4,mobile
2023-01-23,"4260943595",plan 6,mobile
2023-01-23,"4272730830",plan 2,mobile
2023-01-23,"4494171615",plan 4,mobile
2023-01-23,"4550945179",plan 4,mobile
2023-01-24,"4313830895",plan 4,mobile
2023-01-24,"4334511042",plan 4,mobile
2023-01-24,"4450559320",plan 4,mobile
2023-01-24,"4450918574",plan 4,mobile
2023-01-24,"4550945179",plan 4,mobile
2023-01-25,"4253095732",plan 2,mobile
2023-01-25,"4253112195",plan 4,mobile
2023-01-25,"4364878663",plan 4,mobile
2023-01-25,"4400459826",plan 4,mobile
2023-01-25,"4497391953",plan 4,mobile
2023-01-26,"4253156354",plan 4,mobile
2023-01-26,"4335404783",plan 4,mobile
2023-01-26,"4405289261",plan 4,mobile
2023-01-26,"4499626249",plan 4,mobile
2023-01-27,"4407328840",plan 4,mobile
2023-01-27,"4557900562",plan 4,mobile
2023-01-28,"4253246165",plan 2,mobile
2023-01-28,"4254991105",plan 2,mobile
2023-01-28,"4367342592",plan 4,mobile
2023-01-28,"4367663504",plan 4,mobile
2023-01-28,"4456595703",plan 6,mobile
2023-01-28,"4457270069",plan 4,mobile
2023-01-28,"4561091597",plan 4,mobile
2023-01-29,"4255461805",plan 2,mobile
2023-01-29,"4263083028",plan 2,mobile
2023-01-29,"4263139926",plan 4,mobile
2023-01-29,"4409750987",plan 4,mobile
2023-01-29,"4504010464",plan 5,mobile
2023-01-29,"4561980709",plan 4,mobile
2023-01-30,"4412636448",plan 4,mobile
2023-01-30,"4413830587",plan 2,mobile
2023-01-30,"4564106117",plan 5,mobile
2023-02-01,"4250048047",plan 4,mobile
2023-02-01,"4255476938",plan 4,mobile
2023-02-01,"4459447317",plan 4,mobile
2023-02-01,"4461322969",plan 4,mobile
2023-02-01,"4509452595",plan 4,mobile
2023-02-01,"4510335867",plan 4,mobile
2023-02-02,"4513661175",plan 4,mobile
2023-02-03,"4256029569",plan 2,mobile
2023-02-03,"4319758370",plan 4,mobile
2023-02-03,"4417040892",plan 4,mobile
2023-02-03,"4513959902",plan 4,mobile
2023-01-31,"4507276651",plan 4,mobile
2023-02-04,"4264442378",plan 2,mobile
2023-02-04,"4343753198",plan 4,mobile
2023-02-05,"4575561996",plan 4,mobile
2023-02-06,"4519207222",plan 4,mobile
2023-02-07,"4379184371",plan 6,mobile
2023-02-07,"4464262098",plan 4,mobile
2023-02-07,"4470183332",plan 4,mobile
2023-02-07,"4579140621",plan 4,mobile
2023-02-08,"4323668280",plan 4,mobile
2023-02-08,"4471066552",plan 4,mobile
2023-02-08,"4523098065",plan 4,mobile
2023-02-09,"4257360638",plan 4,mobile
2023-02-09,"4472108015",plan 4,mobile
2023-02-09,"4524811838",plan 5,mobile
2023-02-09,"4583120842",plan 4,mobile
2023-02-10,"4251205729",plan 6,mobile
2023-02-10,"4527210742",plan 5,mobile
2023-02-10,"4584147399",plan 4,mobile
2023-02-11,"4385003390",plan 4,mobile
2023-02-11,"4431203606",plan 4,mobile
2023-02-11,"4528865667",plan 6,mobile
2023-02-12,"4279616441",plan 4,mobile
2023-02-12,"4325930033",plan 4,mobile
2023-02-12,"4326060571",plan 4,mobile
2023-02-12,"4385901221",plan 4,mobile
2023-02-12,"4476732899",plan 4,mobile
2023-02-12,"4588794420",plan 4,mobile
2023-02-12,"4589138423",plan 4,mobile
2023-02-13,"4258322495",plan 4,mobile
2023-02-13,"4433285120",plan 4,mobile
2023-02-13,"4531327335",plan 5,mobile
2023-02-13,"4590524345",plan 5,mobile
2023-02-13,"4590862128",plan 4,mobile
2023-02-13,"4591171511",plan 4,mobile
2023-02-14,"4388809817",plan 4,mobile
2023-02-14,"4591206863",plan 5,mobile
2023-02-14,"4591407176",plan 4,mobile
2023-02-14,"4591745647",plan 4,mobile
2023-02-14,"4592318972",plan 4,mobile
2023-02-15,"4253059444",plan 4,mobile
2023-02-15,"4307926547",plan 4,mobile
2023-02-15,"4334246503",plan 4,mobile
2023-02-15,"4353612847",plan 4,mobile
2023-02-15,"4390273835",plan 4,mobile
2023-02-15,"4481231814",plan 4,mobile
2023-02-15,"4481648427",plan 4,mobile
2023-02-16,"4253221595",plan 2,mobile
2023-02-16,"4596198205",plan 4,mobile
2023-02-17,"4253362988",plan 4,mobile
2023-02-17,"4253392676",plan 2,mobile
2023-02-17,"4310189248",plan 4,mobile
2023-02-17,"4485910182",plan 4,mobile
2023-02-17,"4598597066",plan 4,mobile
2023-02-18,"4293496105",plan 4,mobile
2023-02-18,"4440587559",plan 4,mobile
2023-02-18,"4487405639",plan 4,mobile
2023-02-18,"4542311356",plan 4,mobile
2023-02-18,"4599539054",plan 4,mobile
2023-02-18,"4601036414",plan 4,mobile
2023-02-19,"4441066021",plan 6,mobile
2023-02-19,"4544434411",plan 4,mobile
2023-02-19,"4602901629",plan 5,mobile
2023-02-21,"4260519877",plan 6,mobile
2023-02-21,"4491157168",plan 4,mobile
2023-02-21,"4491962096",plan 4,mobile
2023-02-21,"4546874578",plan 5,mobile
2023-02-21,"4547067031",plan 5,mobile
2023-02-21,"4547422272",plan 4,mobile
2023-02-21,"4606410984",plan 4,mobile
2023-02-22,"4399380900",plan 4,mobile
2023-02-22,"4472108015",plan 4,mobile
2023-02-22,"4492528743",plan 4,mobile
2023-02-22,"4608249281",plan 4,mobile
2023-02-24,"4313830895",plan 4,mobile
2023-02-24,"4334511042",plan 4,mobile
2023-02-24,"4450559320",plan 4,mobile
2023-02-24,"4450918574",plan 4,mobile
2023-02-24,"4612085974",plan 4,mobile
2023-02-25,"4364878663",plan 4,mobile
2023-02-25,"4497391953",plan 4,mobile
2023-02-25,"4615379876",plan 4,mobile
2023-02-26,"4253095732",plan 2,mobile
2023-02-26,"4253112195",plan 4,mobile
2023-02-26,"4253156354",plan 4,mobile
2023-02-26,"4335404783",plan 4,mobile
2023-02-26,"4400459826",plan 4,mobile
2023-02-26,"4405289261",plan 4,mobile
2023-02-26,"4499626249",plan 4,mobile
2023-02-27,"4407328840",plan 4,mobile
2023-02-27,"4557900562",plan 4,mobile
2023-02-28,"4253246165",plan 2,mobile
2023-02-28,"4254991105",plan 2,mobile
2023-02-28,"4367342592",plan 4,mobile
2023-02-28,"4367663504",plan 4,mobile
2023-02-28,"4456595703",plan 6,mobile
2023-02-28,"4457270069",plan 4,mobile
2023-02-28,"4561091597",plan 4,mobile
2023-02-28,"4263083028",plan 2,mobile
2023-02-28,"4263139926",plan 4,mobile
2023-02-28,"4409750987",plan 4,mobile
2023-02-28,"4561980709",plan 4,mobile
2023-02-28,"4412636448",plan 4,mobile
2023-02-28,"4413830587",plan 2,mobile
2023-02-28,"4504010464",plan 5,mobile
2023-02-28,"4507276651",plan 4,mobile
2023-02-28,"4564106117",plan 5,mobile
2023-02-28,"4625934203",plan 4,mobile
2023-02-23,"4253799298",plan 4,mobile
2023-02-23,"4260943595",plan 6,mobile
2023-02-23,"4272730830",plan 2,mobile
2023-02-23,"4494171615",plan 4,mobile
2023-02-23,"4550945179",plan 4,mobile
2023-02-20,"4312284875",plan 4,mobile
2023-02-20,"4445198567",plan 4,mobile
2023-01-01,"4250047978",plan 6,mobile
2023-01-01,"4510064039",plan 4,mobile
2023-01-02,"4416142265",plan 4,mobile
2023-01-02,"4511209342",plan 4,mobile
2023-01-02,"4511509150",plan 4,mobile
2023-01-03,"4319646952",plan 4,mobile
2023-01-03,"4372940092",plan 4,mobile
2023-01-03,"4464355613",plan 6,mobile
2023-01-03,"4512455910",plan 4,mobile
2023-01-04,"4319847643",plan 2,mobile
2023-01-04,"4320498772",plan 4,mobile
2023-01-04,"4320499377",plan 4,mobile
2023-01-05,"4466637486",plan 4,mobile
2023-01-06,"4288564204",plan 2,mobile
2023-01-06,"4303917550",plan 2,mobile
2023-01-06,"4321179983",plan 4,mobile
2023-01-06,"4419621971",plan 4,mobile
2023-01-06,"4421061195",plan 4,mobile
2023-01-06,"4517865517",plan 4,mobile
2023-01-08,"4323734116",plan 4,mobile
2023-01-08,"4471882138",plan 4,mobile
2023-01-08,"4522589438",plan 4,mobile
2023-01-09,"4473106102",plan 4,mobile
2023-01-09,"4524166667",plan 4,mobile
2023-01-10,"4290264934",plan 4,mobile
2023-01-10,"4382960554",plan 4,mobile
2023-01-10,"4473774970",plan 4,mobile
2023-01-11,"4325079190",plan 4,mobile
2023-01-11,"4384726525",plan 4,mobile
2023-01-11,"4476319076",plan 4,mobile
2023-01-12,"4279581223",plan 4,mobile
2023-01-12,"4477213106",plan 4,mobile
2023-01-13,"4253042269",plan 4,mobile
2023-01-13,"4291833900",plan 6,mobile
2023-01-13,"4291910790",plan 6,mobile
2023-01-13,"4479688537",plan 4,mobile
2023-01-14,"4278422505",plan 2,mobile
2023-01-14,"4279564589",plan 2,mobile
2023-01-14,"4279917732",plan 4,mobile
2023-01-14,"4351024485",plan 4,mobile
2023-01-14,"4352717787",plan 4,mobile
2023-01-14,"4435820385",plan 4,mobile
2023-01-14,"4436204838",plan 4,mobile
2023-01-15,"4253043080",plan 4,mobile
2023-01-15,"4253045668",plan 6,mobile
2023-01-15,"4328078460",plan 4,mobile
2023-01-15,"4389844016",plan 4,mobile
2023-01-15,"4437030507",plan 4,mobile
2023-01-15,"4437129092",plan 4,mobile
2023-01-16,"4253177703",plan 4,mobile
2023-01-16,"4253191907",plan 4,mobile
2023-01-16,"4253203945",plan 2,mobile
2023-01-16,"4253256092",plan 2,mobile
2023-01-16,"4259167864",plan 2,mobile
2023-01-16,"4391547245",plan 4,mobile
2023-01-16,"4483874967",plan 4,mobile
2023-01-16,"4484141959",plan 4,mobile
2023-01-17,"4485605230",plan 4,mobile
2023-01-18,"4268697058",plan 4,mobile
2023-01-18,"4356938580",plan 4,mobile
2023-01-18,"4441844646",plan 4,mobile
2023-01-19,"4259538174",plan 2,mobile
2023-01-19,"4270368035",plan 4,mobile
2023-01-19,"4331354296",plan 4,mobile
2023-01-19,"4395553896",plan 6,mobile
2023-01-19,"4443358885",plan 4,mobile
2023-01-19,"4443373313",plan 4,mobile
2023-01-19,"4488657121",plan 5,mobile
2023-01-19,"4543921574",plan 5,mobile
2023-01-20,"4270630459",plan 4,mobile
2023-01-20,"4317110599",plan 4,mobile
2023-01-20,"4396753132",plan 4,mobile
2023-01-20,"4444118204",plan 4,mobile
2023-01-20,"4489539284",plan 4,mobile
2023-01-20,"4544598083",plan 4,mobile
2023-01-20,"4544767537",plan 4,mobile
2023-01-20,"4544785252",plan 5,mobile
2023-01-20,"4544971893",plan 5,mobile
2023-01-20,"4545662262",plan 5,mobile
2023-01-21,"4377290534",plan 4,mobile
2023-01-21,"4396764217",plan 4,mobile
2023-01-21,"4398544135",plan 4,mobile
2023-01-21,"4547789038",plan 4,mobile
2023-01-22,"4254038998",plan 4,mobile
2023-01-22,"4286339076",plan 4,mobile
2023-01-22,"4399843669",plan 4,mobile
2023-01-22,"4400180331",plan 4,mobile
2023-01-22,"4447740449",plan 4,mobile
2023-01-22,"4493373034",plan 4,mobile
2023-01-22,"4493530889",plan 4,mobile
2023-01-23,"4253378132",plan 2,mobile
2023-01-23,"4493690998",plan 4,mobile
2023-01-23,"4551733952",plan 4,mobile
2023-01-24,"4451095181",plan 4,mobile
2023-01-25,"4297719435",plan 4,mobile
2023-01-25,"4335662043",plan 4,mobile
2023-01-26,"4289190934",plan 6,mobile
2023-01-26,"4298102841",plan 4,mobile
2023-01-26,"4365387604",plan 4,mobile
2023-01-26,"4401844878",plan 4,mobile
2023-01-26,"4498742704",plan 4,mobile
2023-01-26,"4556346511",plan 5,mobile
2023-01-27,"4502668611",plan 4,mobile
2023-01-27,"4557895739",plan 4,mobile
2023-01-27,"4558269632",plan 4,mobile
2023-01-28,"4317110599",plan 4,mobile
2023-01-28,"4317230652",plan 4,mobile
2023-01-29,"4300873279",plan 2,mobile
2023-01-29,"4317878028",plan 4,mobile
2023-01-30,"4413053482",plan 4,mobile
2023-01-30,"4458144342",plan 4,mobile
2023-01-30,"4459446423",plan 4,mobile
2023-02-01,"4250047978",plan 6,mobile
2023-02-01,"4510064039",plan 4,mobile
2023-02-02,"4416142265",plan 4,mobile
2023-02-02,"4511209342",plan 4,mobile
2023-02-02,"4511509150",plan 4,mobile
2023-02-02,"4569964677",plan 4,mobile
2023-02-03,"4319646952",plan 4,mobile
2023-02-03,"4372940092",plan 4,mobile
2023-02-03,"4464355613",plan 6,mobile
2023-02-03,"4512455910",plan 4,mobile
2023-01-31,"4566525131",plan 4,mobile
2023-02-04,"4319847643",plan 2,mobile
2023-02-04,"4320498772",plan 4,mobile
2023-02-04,"4320499377",plan 4,mobile
2023-02-05,"4466637486",plan 4,mobile
2023-02-06,"4288564204",plan 2,mobile
2023-02-06,"4303917550",plan 2,mobile
2023-02-06,"4321179983",plan 4,mobile
2023-02-06,"4421061195",plan 4,mobile
2023-02-06,"4517865517",plan 4,mobile
2023-02-07,"4579306806",plan 4,mobile
2023-02-08,"4323734116",plan 4,mobile
2023-02-08,"4471882138",plan 4,mobile
2023-02-08,"4522589438",plan 4,mobile
2023-02-09,"4473106102",plan 4,mobile
2023-02-09,"4524166667",plan 4,mobile
2023-02-09,"4581899640",plan 6,mobile
2023-02-10,"4290264934",plan 4,mobile
2023-02-10,"4382960554",plan 4,mobile
2023-02-10,"4473774970",plan 4,mobile
2023-02-10,"4583583014",plan 4,mobile
2023-02-10,"4584894925",plan 4,mobile
2023-02-11,"4325079190",plan 4,mobile
2023-02-11,"4384726525",plan 4,mobile
2023-02-11,"4586613798",plan 4,mobile
2023-02-12,"4279581223",plan 4,mobile
2023-02-12,"4351024485",plan 4,mobile
2023-02-12,"4477213106",plan 4,mobile
2023-02-13,"4253042269",plan 4,mobile
2023-02-13,"4291833900",plan 6,mobile
2023-02-13,"4291910790",plan 6,mobile
